,Unnamed: 0,url,domain_appearances,title_contains_domain,link_ratio,has_forms,form_landing,num_images,num_links,num_iframes,num_subdomain_level,has_sensitive_word,num_terms_in_title,max_dom_depth,dom_node_count,status
71,-1,https://d837589c.poczta.pages.dev,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,phishing
72,-1,https://docs.google.com/presentation/d/e/2PACX-1vQejJP-Hxl-5eTZgavbC74KQkMEIH0BLoqIDjHXmEZEUgdVJQQOfqI9usdMQStxtTDOGjcAfv9TgjU5/pub?start=0&amp;loop=0&amp;delayms=3000,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
73,-1,https://www.lloydsbank.com/,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,benign
74,-1,https://www.ajuntament.gi/,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,benign
75,-1,https://jeanstore.co.uk/,1,1,1,1,-1,1,1,1,1,-1,1,1,1,benign
76,-1,https://chapinmfg.com/,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,benign
77,-1,https://docs.google.com/presentation/d/e/2PACX-1vRNS86hNc53Pv1vnFrpPYUzxGQW4-g9J6e9n6OwfBLbwMThVIM4k48ofFTRhQ_5P554M9eIuMFn41Ry/pub?start=0&amp;loop=0&amp;delayms=3000,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
78,-1,https://familiar.co.jp/,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,benign
79,-1,https://attmailaccount22.weebly.com/,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,phishing
80,-1,https://case-6125041.firebaseapp.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
81,-1,https://telstra-102497.weeblysite.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
82,-1,https://borderlessmag.org/,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,benign
83,-1,https://redkrt-701e9.firebaseapp.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
84,-1,https://lesdiplomates-53800.web.app/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
85,-1,https://www.beachesjazz.com/,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,benign
86,-1,https://diflucano.com/,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,benign
87,-1,https://www.lawinsider.in/,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,benign
88,-1,https://appurl.io/wspBgVt52Q,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,phishing
89,-1,https://juno-webmail-105302.weeblysite.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
90,-1,https://lovelifeyarn.com/,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,benign
91,-1,https://qrco.de/beC2UR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,phishing
92,-1,https://pub-5ecf8dfe386f493dae34d40b38324b16.r2.dev/index.html,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,phishing
93,-1,https://docs.google.com/presentation/d/e/2PACX-1vR4_Axef_dFRJPO86I3bv5muEJRfcjjWDMnfHPSosaS16B5-z9XCYrZiEV8fsA5_rpNqXUOX3XzetC5/pub?start=0&amp;loop=0&amp;delayms=3000,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,phishing
94,-1,https://www.controlbooth.com/,1,1,1,1,-1,1,1,-1,1,-1,-1,1,1,benign
95,-1,https://drive.google.com/file/d/1gvLPlCANoY3JfUUOtdzUONeWMZPKeNVW/preview,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,phishing
96,-1,https://new.express.adobe.com/webpage/7wUOjs0CHgQPl,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
97,-1,https://authentification--2154.hubside.fr/,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,phishing
98,-1,https://vbnxz.pages.dev/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
99,-1,https://ckbrace.co.kr/,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,benign
100,-1,https://pub-67e63bf77346460f9e37174e31cc854b.r2.dev/gdgdtjsu6353gs.html,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
101,-1,https://www.profi-lingua.pl/,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,benign
102,-1,https://www.mandarinoriental.com/en/,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,benign
103,-1,https://139.162.49.128/,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,benign
104,-1,https://dappwalletnode.firebaseapp.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
105,-1,https://www.srilankabusiness.com/,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,benign
106,-1,https://bafybeidkgvxcgb4w6ntqytfk7wn72kvux64fpfu5pol2opdeub7zgawe5m.ipfs.cf-ipfs.com/fld1.html,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
107,-1,https://wiuwi.com/,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,benign
108,-1,https://www.alexandergroup.com/,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,benign
109,-1,https://metafb-wpyy1ic.web.app/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
110,-1,https://t.ly/DonsO,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,phishing
111,-1,https://nameserveroutomatecoservationdamainservice4.pages.dev/,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,phishing
112,-1,https://nsd.co.id/,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,benign
113,-1,https://inov-service.ru/,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,benign
114,-1,https://wlxxzsc.com/,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,benign
115,-1,https://btinternetservice6.wixsite.com/my-site,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,phishing
116,-1,https://www.yatsugatake.co.jp/sp/index.html,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,benign
117,-1,https://funabashiya.co.jp/,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,benign
118,-1,https://s.id/oD3cx?a=confirm,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,phishing
119,-1,https://ipfs.eth.aragon.network/ipfs/bafkreifb6abetfv7yjx53kcudhlgllh4ezd4p7vk6lwamz2nwvcuk3sbjm,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,phishing
120,-1,https://jialirazor.com/,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,benign
121,-1,https://python-graph-gallery.com/,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,benign
122,-1,https://tonybai.com/,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,benign
123,-1,https://bafybeie3c5fmnf3xkm65adghkvyxjb634xam5j4r7r3mymzzt7lsokobba.ipfs.cf-ipfs.com/,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,phishing
124,-1,https://viamarket.top/,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,benign
125,-1,https://pub-191bddb2cc0f4bd7af6a1f33863748a1.r2.dev/fb-tb168.html,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,phishing
126,-1,https://www.checkcity.com/,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,benign
127,-1,https://atlasarchsupport.com/pages/buy-from-amazon,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,benign
128,-1,https://faster-od.lightyun233.workers.dev/?sso_reload=1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,phishing
129,-1,https://www.hibbett.com/,1,1,1,1,-1,1,1,1,1,-1,1,1,1,benign
130,-1,https://home-107299.weeblysite.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
131,-1,https://www.shv-fsvl.ch/,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,benign
132,-1,https://telstra-107250.weeblysite.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
133,-1,https://www.romanticasheville.com/,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,benign
134,-1,https://bafybeibwqwf3bjcjqw2bbyu6bfrt6xrd4k3jklmrsdji5lnocygybk2csq.ipfs.cf-ipfs.com/,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,phishing
135,-1,https://ebuystore.buzz/?cid=79,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,phishing
136,-1,https://uuser90accept.start.page/,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
137,-1,https://attconnectiones.weebly.com/,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,phishing
138,-1,https://docs.google.com/presentation/d/e/2PACX-1vTbcZGnAt7hlOMV4JLfWjGYEy2MpTHdMVhcXVHw4lseQvWOpfRZl7ncKTZlijqVFFTSN6YsVyRnjMIH/pub?start=0&amp;loop=0&amp;delayms=3000,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,phishing
139,-1,https://www.mit-sicherheit-am-wasser.de/,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,1,benign
140,-1,https://nhh-97z.pages.dev/,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,phishing
141,-1,https://www.traveltacoma.com/,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,benign
142,-1,https://tobibas.com/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,benign
143,-1,https://wells-8407f.firebaseapp.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
144,-1,https://www.fragrancenet.com/,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,benign
145,-1,https://www.maerklin.de/de,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,benign
146,-1,https://americanprinter.com/,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,benign
147,-1,https://perma.cc/,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,benign
148,-1,https://ipsnepal.com/,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,benign
149,-1,https://www.terranuova.it/,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,benign
150,-1,http://targo-kundenservice.com/findomestic.lt-ver.com,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
151,-1,https://confirmation-appeal.start.page/,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,phishing
152,-1,https://ecachockey.com/sports/mhockey,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,benign
153,-1,https://omniglot.com/,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,benign
154,-1,https://www.exp1.com/,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,benign
155,-1,https://www.ques10.com/,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,benign
156,-1,https://finalcurtain1.wixsite.com/my-site,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,phishing
157,-1,https://bafybeigpe32qbny7feq5hn6ieigbcaisuzz2vn7fev7ttkpokxrjrmktc4.ipfs.cf-ipfs.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
158,-1,https://elhrqli.cn/,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,benign
159,-1,https://www.espatial.com/,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,benign
160,-1,https://erlich-textil.com/,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,benign
161,-1,https://new.express.adobe.com/webpage/eh6kSJlyUz5CF,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
162,-1,https://juno-100505.weeblysite.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
163,-1,https://yescaishui.com/,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,benign
164,-1,https://shop-therm.ru/,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,benign
165,-1,https://nologostudio.ru/,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,benign
166,-1,https://jery.formstack.com/forms/step_forms,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
167,-1,https://brh-5af.pages.dev/,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,phishing
168,-1,https://realengineeringlaw.com/,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,benign
169,-1,https://www-web-s-mail.hubside.fr/,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,phishing
170,-1,https://www.midfloridanewspapers.com/,1,1,1,1,1,1,1,1,1,-1,-1,1,1,benign
171,-1,https://immigration.gov.ng/,1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,benign
172,-1,https://aomori-tourism.com/,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,benign
173,-1,https://wwkr5i.com/,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,benign
174,-1,https://suprasync.pages.dev/payment,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,phishing
175,-1,https://new.express.adobe.com/webpage/ASTth3RIEO5BP,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
176,-1,https://pub-4e9d559e11c54314b7639d20c3d13682.r2.dev/doc15.html,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,phishing
177,-1,https://wartamerdekanews.com/,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,benign
178,-1,https://josephsoninstitute.org/,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,benign
179,-1,https://mail-101541.weeblysite.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
180,-1,https://blacklabelsociety.net/,-1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,benign
181,-1,https://att-service-104200.weeblysite.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
182,-1,https://canongate.co.uk/,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,benign
183,-1,https://docs.google.com/presentation/d/e/2PACX-1vSmjVD-XVBn1iq2LncXNudUh8FMILE8ZSaZj41mfwiPLrhguFfqMJznKllAIsSzkvoU4TO_V-JcNyu_/pub?start=0&loop=0&delayms=3000,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,phishing
184,-1,http://www.hullfc.com/,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,benign
185,-1,https://olivine-kookaburra-803.notion.site/View-Your-Latest-Bill-db9ace0daf7b4affb340e5d9b0cdfcb9?pvs=4,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,phishing
186,-1,https://companygloogdrivefile.webflow.io/,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
187,-1,https://kskyzvrcwbfx.web.app/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
188,-1,https://fieshugehjsuiotacescgyu.pages.dev/,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,phishing
189,-1,https://larazon.co/,1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,benign
190,-1,https://www.substation.org/,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,benign
191,-1,https://coloradosupremecourt.com/,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,benign
192,-1,https://bafybeifjtcpttiviec2ddwksm45hfvy6wrma5mihbiodlkabbplykajz7i.ipfs.cf-ipfs.com/,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
193,-1,https://hmmtils.web.app/,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
194,-1,https://centrum-105621.weeblysite.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
195,-1,https://bafkreieabb2hyomsxlnpbahzzwwlst2d6z7ybdl6pegpd656tybf6jwz5y.ipfs.cf-ipfs.com/,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
196,-1,https://huimeiqiutian.com/,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,benign
197,-1,https://weddinglovely.com/,1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,benign
198,-1,https://cloudflare-ipfs.com/ipfs/bafybeihz6niqvsohtynzwf2i45fg7zkex25jrrc4r5ph7y7fdfrrilqqtq/Mine.html,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
